"major","minor","broad","detailed","major.title","minor.title","broad.title","detailed.title","notes"
"39-0000","39-1000","39-1020","39-1021","Personal Care and Service Occupations","Supervisors of Personal Care and Service Workers","First-Line Supervisors of Personal Service Workers","First-Line Supervisors of Personal Service Workers",NA
"39-0000","39-2000",NA,NA,"Personal Care and Service Occupations","Animal Care and Service Workers",NA,NA,NA
"39-0000","39-2000","39-2010",NA,"Personal Care and Service Occupations","Animal Care and Service Workers","Animal Trainers",NA,NA
"39-0000","39-2000","39-2010","39-2011","Personal Care and Service Occupations","Animal Care and Service Workers","Animal Trainers","Animal Trainers",NA
"39-0000","39-2000","39-2020",NA,"Personal Care and Service Occupations","Animal Care and Service Workers","Nonfarm Animal Caretakers",NA,NA
"39-0000","39-2000","39-2020","39-2021","Personal Care and Service Occupations","Animal Care and Service Workers","Nonfarm Animal Caretakers","Nonfarm Animal Caretakers",NA
"39-0000","39-3000",NA,NA,"Personal Care and Service Occupations","Entertainment Attendants and Related Workers",NA,NA,NA
"39-0000","39-3000","39-3010",NA,"Personal Care and Service Occupations","Entertainment Attendants and Related Workers","Gaming Services Workers",NA,NA
"39-0000","39-3000","39-3010","39-3011","Personal Care and Service Occupations","Entertainment Attendants and Related Workers","Gaming Services Workers","Gaming Dealers",NA
"39-0000","39-3000","39-3010","39-3012","Personal Care and Service Occupations","Entertainment Attendants and Related Workers","Gaming Services Workers","Gaming and Sports Book Writers and Runners",NA
"39-0000","39-3000","39-3010","39-3019","Personal Care and Service Occupations","Entertainment Attendants and Related Workers","Gaming Services Workers","Gaming Service Workers, All Other",NA
"39-0000","39-3000","39-3020",NA,"Personal Care and Service Occupations","Entertainment Attendants and Related Workers","Motion Picture Projectionists",NA,NA
"39-0000","39-3000","39-3020","39-3021","Personal Care and Service Occupations","Entertainment Attendants and Related Workers","Motion Picture Projectionists","Motion Picture Projectionists",NA
"39-0000","39-3000","39-3030",NA,"Personal Care and Service Occupations","Entertainment Attendants and Related Workers","Ushers, Lobby Attendants, and Ticket Takers",NA,NA
"39-0000","39-3000","39-3030","39-3031","Personal Care and Service Occupations","Entertainment Attendants and Related Workers","Ushers, Lobby Attendants, and Ticket Takers","Ushers, Lobby Attendants, and Ticket Takers",NA
"39-0000","39-3000","39-3090",NA,"Personal Care and Service Occupations","Entertainment Attendants and Related Workers","Miscellaneous Entertainment Attendants and Related Workers",NA,NA
"39-0000","39-3000","39-3090","39-3091","Personal Care and Service Occupations","Entertainment Attendants and Related Workers","Miscellaneous Entertainment Attendants and Related Workers","Amusement and Recreation Attendants",NA
"39-0000","39-3000","39-3090","39-3092","Personal Care and Service Occupations","Entertainment Attendants and Related Workers","Miscellaneous Entertainment Attendants and Related Workers","Costume Attendants",NA
"39-0000","39-3000","39-3090","39-3093","Personal Care and Service Occupations","Entertainment Attendants and Related Workers","Miscellaneous Entertainment Attendants and Related Workers","Locker Room, Coatroom, and Dressing Room Attendants",NA
"39-0000","39-3000","39-3090","39-3099","Personal Care and Service Occupations","Entertainment Attendants and Related Workers","Miscellaneous Entertainment Attendants and Related Workers","Entertainment Attendants and Related Workers, All Other",NA
"39-0000","39-4000",NA,NA,"Personal Care and Service Occupations","Funeral Service Workers",NA,NA,NA
"39-0000","39-4000","39-4010",NA,"Personal Care and Service Occupations","Funeral Service Workers","Embalmers",NA,NA
"39-0000","39-4000","39-4010","39-4011","Personal Care and Service Occupations","Funeral Service Workers","Embalmers","Embalmers",NA
"39-0000","39-4000","39-4020",NA,"Personal Care and Service Occupations","Funeral Service Workers","Funeral Attendants",NA,NA
"39-0000","39-4000","39-4020","39-4021","Personal Care and Service Occupations","Funeral Service Workers","Funeral Attendants","Funeral Attendants",NA
"39-0000","39-4000","39-4030",NA,"Personal Care and Service Occupations","Funeral Service Workers","Morticians, Undertakers, and Funeral Directors",NA,NA
"39-0000","39-4000","39-4030","39-4031","Personal Care and Service Occupations","Funeral Service Workers","Morticians, Undertakers, and Funeral Directors","Morticians, Undertakers, and Funeral Directors",NA
"39-0000","39-5000",NA,NA,"Personal Care and Service Occupations","Personal Appearance Workers",NA,NA,NA
"39-0000","39-5000","39-5010",NA,"Personal Care and Service Occupations","Personal Appearance Workers","Barbers, Hairdressers, Hairstylists and Cosmetologists",NA,NA
"39-0000","39-5000","39-5010","39-5011","Personal Care and Service Occupations","Personal Appearance Workers","Barbers, Hairdressers, Hairstylists and Cosmetologists","Barbers",NA
"39-0000","39-5000","39-5010","39-5012","Personal Care and Service Occupations","Personal Appearance Workers","Barbers, Hairdressers, Hairstylists and Cosmetologists","Hairdressers, Hairstylists, and Cosmetologists",NA
"39-0000","39-5000","39-5090",NA,"Personal Care and Service Occupations","Personal Appearance Workers","Miscellaneous Personal Appearance Workers",NA,NA
"39-0000","39-5000","39-5090","39-5091","Personal Care and Service Occupations","Personal Appearance Workers","Miscellaneous Personal Appearance Workers","Makeup Artists, Theatrical and Performance",NA
"39-0000","39-5000","39-5090","39-5092","Personal Care and Service Occupations","Personal Appearance Workers","Miscellaneous Personal Appearance Workers","Manicurists and Pedicurists",NA
"39-0000","39-5000","39-5090","39-5093","Personal Care and Service Occupations","Personal Appearance Workers","Miscellaneous Personal Appearance Workers","Shampooers",NA
"39-0000","39-5000","39-5090","39-5094","Personal Care and Service Occupations","Personal Appearance Workers","Miscellaneous Personal Appearance Workers","Skincare Specialists",NA
"39-0000","39-6000",NA,NA,"Personal Care and Service Occupations","Baggage Porters, Bellhops, and Concierges",NA,NA,NA
"39-0000","39-6000","39-6010",NA,"Personal Care and Service Occupations","Baggage Porters, Bellhops, and Concierges","Baggage Porters, Bellhops, and Concierges",NA,NA
"39-0000","39-6000","39-6010","39-6011","Personal Care and Service Occupations","Baggage Porters, Bellhops, and Concierges","Baggage Porters, Bellhops, and Concierges","Baggage Porters and Bellhops",NA
"39-0000","39-6000","39-6010","39-6012","Personal Care and Service Occupations","Baggage Porters, Bellhops, and Concierges","Baggage Porters, Bellhops, and Concierges","Concierges",NA
"39-0000","39-7000",NA,NA,"Personal Care and Service Occupations","Tour and Travel Guides",NA,NA,NA
"39-0000","39-7000","39-7010",NA,"Personal Care and Service Occupations","Tour and Travel Guides","Tour and Travel Guides",NA,NA
"39-0000","39-7000","39-7010","39-7011","Personal Care and Service Occupations","Tour and Travel Guides","Tour and Travel Guides","Tour Guides and Escorts",NA
"39-0000","39-7000","39-7010","39-7012","Personal Care and Service Occupations","Tour and Travel Guides","Tour and Travel Guides","Travel Guides",NA
"39-0000","39-9000",NA,NA,"Personal Care and Service Occupations","Other Personal Care and Service Workers",NA,NA,NA
"39-0000","39-9000","39-9010",NA,"Personal Care and Service Occupations","Other Personal Care and Service Workers","Childcare Workers",NA,NA
"39-0000","39-9000","39-9010","39-9011","Personal Care and Service Occupations","Other Personal Care and Service Workers","Childcare Workers","Childcare Workers",NA
"39-0000","39-9000","39-9020",NA,"Personal Care and Service Occupations","Other Personal Care and Service Workers","Personal Care Aides",NA,NA
"39-0000","39-9000","39-9020","39-9021","Personal Care and Service Occupations","Other Personal Care and Service Workers","Personal Care Aides","Personal Care Aides",NA
"39-0000","39-9000","39-9030",NA,"Personal Care and Service Occupations","Other Personal Care and Service Workers","Recreation and Fitness Workers",NA,NA
"39-0000","39-9000","39-9030","39-9031","Personal Care and Service Occupations","Other Personal Care and Service Workers","Recreation and Fitness Workers","Fitness Trainers and Aerobics Instructors",NA
"39-0000","39-9000","39-9030","39-9032","Personal Care and Service Occupations","Other Personal Care and Service Workers","Recreation and Fitness Workers","Recreation Workers",NA
"39-0000","39-9000","39-9040",NA,"Personal Care and Service Occupations","Other Personal Care and Service Workers","Residential Advisors",NA,NA
"39-0000","39-9000","39-9040","39-9041","Personal Care and Service Occupations","Other Personal Care and Service Workers","Residential Advisors","Residential Advisors",NA
"39-0000","39-9000","39-9090",NA,"Personal Care and Service Occupations","Other Personal Care and Service Workers","Miscellaneous Personal Care and Service Workers",NA,NA
"39-0000","39-9000","39-9090","39-9099","Personal Care and Service Occupations","Other Personal Care and Service Workers","Miscellaneous Personal Care and Service Workers","Personal Care and Service Workers, All Other",NA
"41-0000",NA,NA,NA,"Sales and Related Occupations",NA,NA,NA,NA
"41-0000","41-1000",NA,NA,"Sales and Related Occupations","Supervisors of Sales Workers",NA,NA,NA
"41-0000","41-1000","41-1010",NA,"Sales and Related Occupations","Supervisors of Sales Workers","First-Line Supervisors of Sales Workers",NA,NA
"41-0000","41-1000","41-1010","41-1011","Sales and Related Occupations","Supervisors of Sales Workers","First-Line Supervisors of Sales Workers","First-Line Supervisors of Retail Sales Workers",NA
"41-0000","41-1000","41-1010","41-1012","Sales and Related Occupations","Supervisors of Sales Workers","First-Line Supervisors of Sales Workers","First-Line Supervisors of Non-Retail Sales Workers",NA
"41-0000","41-2000",NA,NA,"Sales and Related Occupations","Retail Sales Workers",NA,NA,NA
"41-0000","41-2000","41-2010",NA,"Sales and Related Occupations","Retail Sales Workers","Cashiers",NA,NA
"41-0000","41-2000","41-2010","41-2011","Sales and Related Occupations","Retail Sales Workers","Cashiers","Cashiers",NA
"41-0000","41-2000","41-2010","41-2012","Sales and Related Occupations","Retail Sales Workers","Cashiers","Gaming Change Persons and Booth Cashiers",NA
"41-0000","41-2000","41-2020",NA,"Sales and Related Occupations","Retail Sales Workers","Counter and Rental Clerks and Parts Salespersons",NA,NA
"41-0000","41-2000","41-2020","41-2021","Sales and Related Occupations","Retail Sales Workers","Counter and Rental Clerks and Parts Salespersons","Counter and Rental Clerks",NA
"41-0000","41-2000","41-2020","41-2022","Sales and Related Occupations","Retail Sales Workers","Counter and Rental Clerks and Parts Salespersons","Parts Salespersons",NA
"41-0000","41-2000","41-2030",NA,"Sales and Related Occupations","Retail Sales Workers","Retail Salespersons",NA,NA
"41-0000","41-2000","41-2030","41-2031","Sales and Related Occupations","Retail Sales Workers","Retail Salespersons","Retail Salespersons",NA
"41-0000","41-3000",NA,NA,"Sales and Related Occupations","Sales Representatives, Services",NA,NA,NA
"41-0000","41-3000","41-3010",NA,"Sales and Related Occupations","Sales Representatives, Services","Advertising Sales Agents",NA,NA
"41-0000","41-3000","41-3010","41-3011","Sales and Related Occupations","Sales Representatives, Services","Advertising Sales Agents","Advertising Sales Agents",NA
"41-0000","41-3000","41-3020",NA,"Sales and Related Occupations","Sales Representatives, Services","Insurance Sales Agents",NA,NA
"41-0000","41-3000","41-3020","41-3021","Sales and Related Occupations","Sales Representatives, Services","Insurance Sales Agents","Insurance Sales Agents",NA
"41-0000","41-3000","41-3030",NA,"Sales and Related Occupations","Sales Representatives, Services","Securities, Commodities, and Financial Services Sales Agents",NA,NA
"41-0000","41-3000","41-3030","41-3031","Sales and Related Occupations","Sales Representatives, Services","Securities, Commodities, and Financial Services Sales Agents","Securities, Commodities, and Financial Services Sales Agents",NA
"41-0000","41-3000","41-3040",NA,"Sales and Related Occupations","Sales Representatives, Services","Travel Agents",NA,NA
"41-0000","41-3000","41-3040","41-3041","Sales and Related Occupations","Sales Representatives, Services","Travel Agents","Travel Agents",NA
"41-0000","41-3000","41-3090",NA,"Sales and Related Occupations","Sales Representatives, Services","Miscellaneous Sales Representatives, Services",NA,NA
"41-0000","41-3000","41-3090","41-3099","Sales and Related Occupations","Sales Representatives, Services","Miscellaneous Sales Representatives, Services","Sales Representatives, Services, All Other",NA
"41-0000","41-4000",NA,NA,"Sales and Related Occupations","Sales Representatives, Wholesale and Manufacturing",NA,NA,NA
"41-0000","41-4000","41-4010",NA,"Sales and Related Occupations","Sales Representatives, Wholesale and Manufacturing","Sales Representatives, Wholesale and Manufacturing",NA,NA
"41-0000","41-4000","41-4010","41-4011","Sales and Related Occupations","Sales Representatives, Wholesale and Manufacturing","Sales Representatives, Wholesale and Manufacturing","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",NA
"41-0000","41-4000","41-4010","41-4012","Sales and Related Occupations","Sales Representatives, Wholesale and Manufacturing","Sales Representatives, Wholesale and Manufacturing","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",NA
"41-0000","41-9000",NA,NA,"Sales and Related Occupations","Other Sales and Related Workers",NA,NA,NA
"41-0000","41-9000","41-9010",NA,"Sales and Related Occupations","Other Sales and Related Workers","Models, Demonstrators, and Product Promoters",NA,NA
"41-0000","41-9000","41-9010","41-9011","Sales and Related Occupations","Other Sales and Related Workers","Models, Demonstrators, and Product Promoters","Demonstrators and Product Promoters",NA
"41-0000","41-9000","41-9010","41-9012","Sales and Related Occupations","Other Sales and Related Workers","Models, Demonstrators, and Product Promoters","Models",NA
"41-0000","41-9000","41-9020",NA,"Sales and Related Occupations","Other Sales and Related Workers","Real Estate Brokers and Sales Agents",NA,NA
"41-0000","41-9000","41-9020","41-9021","Sales and Related Occupations","Other Sales and Related Workers","Real Estate Brokers and Sales Agents","Real Estate Brokers",NA
"41-0000","41-9000","41-9020","41-9022","Sales and Related Occupations","Other Sales and Related Workers","Real Estate Brokers and Sales Agents","Real Estate Sales Agents",NA
"41-0000","41-9000","41-9030",NA,"Sales and Related Occupations","Other Sales and Related Workers","Sales Engineers",NA,NA
"41-0000","41-9000","41-9030","41-9031","Sales and Related Occupations","Other Sales and Related Workers","Sales Engineers","Sales Engineers",NA
"41-0000","41-9000","41-9040",NA,"Sales and Related Occupations","Other Sales and Related Workers","Telemarketers",NA,NA
"41-0000","41-9000","41-9040","41-9041","Sales and Related Occupations","Other Sales and Related Workers","Telemarketers","Telemarketers",NA
"41-0000","41-9000","41-9090",NA,"Sales and Related Occupations","Other Sales and Related Workers","Miscellaneous Sales and Related Workers",NA,NA
"41-0000","41-9000","41-9090","41-9091","Sales and Related Occupations","Other Sales and Related Workers","Miscellaneous Sales and Related Workers","Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",NA
"41-0000","41-9000","41-9090","41-9099","Sales and Related Occupations","Other Sales and Related Workers","Miscellaneous Sales and Related Workers","Sales and Related Workers, All Other",NA
"43-0000",NA,NA,NA,"Office and Administrative Support Occupations",NA,NA,NA,NA
"43-0000","43-1000",NA,NA,"Office and Administrative Support Occupations","Supervisors of Office and Administrative Support Workers",NA,NA,NA
"43-0000","43-1000","43-1010",NA,"Office and Administrative Support Occupations","Supervisors of Office and Administrative Support Workers","First-Line Supervisors of Office and Administrative Support Workers",NA,NA
"43-0000","43-1000","43-1010","43-1011","Office and Administrative Support Occupations","Supervisors of Office and Administrative Support Workers","First-Line Supervisors of Office and Administrative Support Workers","First-Line Supervisors of Office and Administrative Support Workers",NA
"43-0000","43-2000",NA,NA,"Office and Administrative Support Occupations","Communications Equipment Operators",NA,NA,NA
"43-0000","43-2000","43-2010",NA,"Office and Administrative Support Occupations","Communications Equipment Operators","Switchboard Operators, Including Answering Service",NA,NA
"43-0000","43-2000","43-2010","43-2011","Office and Administrative Support Occupations","Communications Equipment Operators","Switchboard Operators, Including Answering Service","Switchboard Operators, Including Answering Service",NA
"43-0000","43-2000","43-2020",NA,"Office and Administrative Support Occupations","Communications Equipment Operators","Telephone Operators",NA,NA
"43-0000","43-2000","43-2020","43-2021","Office and Administrative Support Occupations","Communications Equipment Operators","Telephone Operators","Telephone Operators",NA
"43-0000","43-2000","43-2090",NA,"Office and Administrative Support Occupations","Communications Equipment Operators","Miscellaneous Communications Equipment Operators",NA,NA
"43-0000","43-2000","43-2090","43-2099","Office and Administrative Support Occupations","Communications Equipment Operators","Miscellaneous Communications Equipment Operators","Communications Equipment Operators, All Other",NA
"43-0000","43-3000",NA,NA,"Office and Administrative Support Occupations","Financial Clerks",NA,NA,NA
"43-0000","43-3000","43-3010",NA,"Office and Administrative Support Occupations","Financial Clerks","Bill and Account Collectors",NA,NA
"43-0000","43-3000","43-3010","43-3011","Office and Administrative Support Occupations","Financial Clerks","Bill and Account Collectors","Bill and Account Collectors",NA
"43-0000","43-3000","43-3020",NA,"Office and Administrative Support Occupations","Financial Clerks","Billing and Posting Clerks",NA,NA
"43-0000","43-3000","43-3020","43-3021","Office and Administrative Support Occupations","Financial Clerks","Billing and Posting Clerks","Billing and Posting Clerks",NA
"43-0000","43-3000","43-3030",NA,"Office and Administrative Support Occupations","Financial Clerks","Bookkeeping, Accounting, and Auditing Clerks",NA,NA
"43-0000","43-3000","43-3030","43-3031","Office and Administrative Support Occupations","Financial Clerks","Bookkeeping, Accounting, and Auditing Clerks","Bookkeeping, Accounting, and Auditing Clerks",NA
"43-0000","43-3000","43-3040",NA,"Office and Administrative Support Occupations","Financial Clerks","Gaming Cage Workers",NA,NA
"43-0000","43-3000","43-3040","43-3041","Office and Administrative Support Occupations","Financial Clerks","Gaming Cage Workers","Gaming Cage Workers",NA
"43-0000","43-3000","43-3050",NA,"Office and Administrative Support Occupations","Financial Clerks","Payroll and Timekeeping Clerks",NA,NA
"43-0000","43-3000","43-3050","43-3051","Office and Administrative Support Occupations","Financial Clerks","Payroll and Timekeeping Clerks","Payroll and Timekeeping Clerks",NA
"43-0000","43-3000","43-3060",NA,"Office and Administrative Support Occupations","Financial Clerks","Procurement Clerks",NA,NA
"43-0000","43-3000","43-3060","43-3061","Office and Administrative Support Occupations","Financial Clerks","Procurement Clerks","Procurement Clerks",NA
"43-0000","43-3000","43-3070",NA,"Office and Administrative Support Occupations","Financial Clerks","Tellers",NA,NA
"43-0000","43-3000","43-3070","43-3071","Office and Administrative Support Occupations","Financial Clerks","Tellers","Tellers",NA
"43-0000","43-3000","43-3090",NA,"Office and Administrative Support Occupations","Financial Clerks","Miscellaneous Financial Clerks",NA,NA
"43-0000","43-3000","43-3090","43-3099","Office and Administrative Support Occupations","Financial Clerks","Miscellaneous Financial Clerks","Financial Clerks, All Other",NA
"43-0000","43-4000",NA,NA,"Office and Administrative Support Occupations","Information and Record Clerks",NA,NA,NA
"43-0000","43-4000","43-4010",NA,"Office and Administrative Support Occupations","Information and Record Clerks","Brokerage Clerks",NA,NA
"43-0000","43-4000","43-4010","43-4011","Office and Administrative Support Occupations","Information and Record Clerks","Brokerage Clerks","Brokerage Clerks",NA
"43-0000","43-4000","43-4020",NA,"Office and Administrative Support Occupations","Information and Record Clerks","Correspondence Clerks",NA,NA
"43-0000","43-4000","43-4020","43-4021","Office and Administrative Support Occupations","Information and Record Clerks","Correspondence Clerks","Correspondence Clerks",NA
"43-0000","43-4000","43-4030",NA,"Office and Administrative Support Occupations","Information and Record Clerks","Court, Municipal, and License Clerks",NA,NA
"43-0000","43-4000","43-4030","43-4031","Office and Administrative Support Occupations","Information and Record Clerks","Court, Municipal, and License Clerks","Court, Municipal, and License Clerks",NA
"43-0000","43-4000","43-4040",NA,"Office and Administrative Support Occupations","Information and Record Clerks","Credit Authorizers, Checkers, and Clerks",NA,NA
"43-0000","43-4000","43-4040","43-4041","Office and Administrative Support Occupations","Information and Record Clerks","Credit Authorizers, Checkers, and Clerks","Credit Authorizers, Checkers, and Clerks",NA
"43-0000","43-4000","43-4050",NA,"Office and Administrative Support Occupations","Information and Record Clerks","Customer Service Representatives",NA,NA
"43-0000","43-4000","43-4050","43-4051","Office and Administrative Support Occupations","Information and Record Clerks","Customer Service Representatives","Customer Service Representatives",NA
"43-0000","43-4000","43-4060",NA,"Office and Administrative Support Occupations","Information and Record Clerks","Eligibility Interviewers, Government Programs",NA,NA
"43-0000","43-4000","43-4060","43-4061","Office and Administrative Support Occupations","Information and Record Clerks","Eligibility Interviewers, Government Programs","Eligibility Interviewers, Government Programs",NA
"43-0000","43-4000","43-4070",NA,"Office and Administrative Support Occupations","Information and Record Clerks","File Clerks",NA,NA
"43-0000","43-4000","43-4070","43-4071","Office and Administrative Support Occupations","Information and Record Clerks","File Clerks","File Clerks",NA
"43-0000","43-4000","43-4080",NA,"Office and Administrative Support Occupations","Information and Record Clerks","Hotel, Motel, and Resort Desk Clerks",NA,NA
"43-0000","43-4000","43-4080","43-4081","Office and Administrative Support Occupations","Information and Record Clerks","Hotel, Motel, and Resort Desk Clerks","Hotel, Motel, and Resort Desk Clerks",NA
"43-0000","43-4000",NA,NA,"Office and Administrative Support Occupations","Interviewers, Except Eligibility and Loan",NA,NA,NA
"43-0000","43-4000",NA,"43-4111","Office and Administrative Support Occupations","Interviewers, Except Eligibility and Loan",NA,"Interviewers, Except Eligibility and Loan",NA
"43-0000","43-4000",NA,NA,"Office and Administrative Support Occupations","Library Assistants, Clerical",NA,NA,NA
"43-0000","43-4000",NA,"43-4121","Office and Administrative Support Occupations","Library Assistants, Clerical",NA,"Library Assistants, Clerical",NA
"43-0000","43-4000",NA,NA,"Office and Administrative Support Occupations","Loan Interviewers and Clerks",NA,NA,NA
"43-0000","43-4000",NA,"43-4131","Office and Administrative Support Occupations","Loan Interviewers and Clerks",NA,"Loan Interviewers and Clerks",NA
"43-0000","43-4000",NA,NA,"Office and Administrative Support Occupations","New Accounts Clerks",NA,NA,NA
"43-0000","43-4000",NA,"43-4141","Office and Administrative Support Occupations","New Accounts Clerks",NA,"New Accounts Clerks",NA
"43-0000","43-4000",NA,NA,"Office and Administrative Support Occupations","Order Clerks",NA,NA,NA
"43-0000","43-4000",NA,"43-4151","Office and Administrative Support Occupations","Order Clerks",NA,"Order Clerks",NA
"43-0000","43-4000",NA,NA,"Office and Administrative Support Occupations","Human Resources Assistants, Except Payroll and Timekeeping",NA,NA,NA
"43-0000","43-4000",NA,"43-4161","Office and Administrative Support Occupations","Human Resources Assistants, Except Payroll and Timekeeping",NA,"Human Resources Assistants, Except Payroll and Timekeeping",NA
"43-0000","43-4000",NA,NA,"Office and Administrative Support Occupations","Receptionists and Information Clerks",NA,NA,NA
"43-0000","43-4000",NA,"43-4171","Office and Administrative Support Occupations","Receptionists and Information Clerks",NA,"Receptionists and Information Clerks",NA
"43-0000","43-4000",NA,NA,"Office and Administrative Support Occupations","Reservation and Transportation Ticket Agents and Travel Clerks",NA,NA,NA
"43-0000","43-4000",NA,"43-4181","Office and Administrative Support Occupations","Reservation and Transportation Ticket Agents and Travel Clerks",NA,"Reservation and Transportation Ticket Agents and Travel Clerks",NA
"43-0000","43-4000",NA,NA,"Office and Administrative Support Occupations","Miscellaneous Information and Record Clerks",NA,NA,NA
"43-0000","43-4000",NA,"43-4199","Office and Administrative Support Occupations","Information and Record Clerks, All Other",NA,"Information and Record Clerks, All Other",NA
"43-0000","43-5000",NA,NA,"Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers",NA,NA,NA
"43-0000","43-5000","43-5010",NA,"Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Cargo and Freight Agents",NA,NA
"43-0000","43-5000","43-5010","43-5011","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Cargo and Freight Agents","Cargo and Freight Agents",NA
"43-0000","43-5000","43-5020",NA,"Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Couriers and Messengers",NA,NA
"43-0000","43-5000","43-5020","43-5021","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Couriers and Messengers","Couriers and Messengers",NA
"43-0000","43-5000","43-5030",NA,"Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Dispatchers",NA,NA
"43-0000","43-5000","43-5030","43-5031","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Dispatchers","Police, Fire, and Ambulance Dispatchers",NA
"43-0000","43-5000","43-5030","43-5032","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Dispatchers","Dispatchers, Except Police, Fire, and Ambulance",NA
"43-0000","43-5000","43-5040",NA,"Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Meter Readers, Utilities",NA,NA
"43-0000","43-5000","43-5040","43-5041","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Meter Readers, Utilities","Meter Readers, Utilities",NA
"43-0000","43-5000","43-5050",NA,"Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Postal Service Workers",NA,NA
"43-0000","43-5000","43-5050","43-5051","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Postal Service Workers","Postal Service Clerks",NA
"43-0000","43-5000","43-5050","43-5052","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Postal Service Workers","Postal Service Mail Carriers",NA
"43-0000","43-5000","43-5050","43-5053","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Postal Service Workers","Postal Service Mail Sorters, Processors, and Processing Machine Operators",NA
"43-0000","43-5000","43-5060",NA,"Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Production, Planning, and Expediting Clerks",NA,NA
"43-0000","43-5000","43-5060","43-5061","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Production, Planning, and Expediting Clerks","Production, Planning, and Expediting Clerks",NA
"43-0000","43-5000","43-5070",NA,"Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Shipping, Receiving, and Traffic Clerks",NA,NA
"43-0000","43-5000","43-5070","43-5071","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Shipping, Receiving, and Traffic Clerks","Shipping, Receiving, and Traffic Clerks",NA
"43-0000","43-5000","43-5080",NA,"Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Stock Clerks and Order Fillers",NA,NA
"43-0000","43-5000","43-5080","43-5081","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Stock Clerks and Order Fillers","Stock Clerks and Order Fillers",NA
"43-0000","43-5000",NA,NA,"Office and Administrative Support Occupations","Weighers, Measurers, Checkers, and Samplers, Recordkeeping",NA,NA,NA
"43-0000","43-5000",NA,"43-5111","Office and Administrative Support Occupations","Weighers, Measurers, Checkers, and Samplers, Recordkeeping",NA,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",NA
"43-0000","43-6000",NA,NA,"Office and Administrative Support Occupations","Secretaries and Administrative Assistants",NA,NA,NA
"43-0000","43-6000","43-6010",NA,"Office and Administrative Support Occupations","Secretaries and Administrative Assistants","Secretaries and Administrative Assistants",NA,NA
"43-0000","43-6000","43-6010","43-6011","Office and Administrative Support Occupations","Secretaries and Administrative Assistants","Secretaries and Administrative Assistants","Executive Secretaries and Executive Administrative Assistants",NA
"43-0000","43-6000","43-6010","43-6012","Office and Administrative Support Occupations","Secretaries and Administrative Assistants","Secretaries and Administrative Assistants","Legal Secretaries",NA
"43-0000","43-6000","43-6010","43-6013","Office and Administrative Support Occupations","Secretaries and Administrative Assistants","Secretaries and Administrative Assistants","Medical Secretaries",NA
"43-0000","43-6000","43-6010","43-6014","Office and Administrative Support Occupations","Secretaries and Administrative Assistants","Secretaries and Administrative Assistants","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",NA
"43-0000","43-9000",NA,NA,"Office and Administrative Support Occupations","Other Office and Administrative Support Workers",NA,NA,NA
"43-0000","43-9000","43-9010",NA,"Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Computer Operators",NA,NA
"43-0000","43-9000","43-9010","43-9011","Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Computer Operators","Computer Operators",NA
"43-0000","43-9000","43-9020",NA,"Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Data Entry and Information Processing Workers",NA,NA
"43-0000","43-9000","43-9020","43-9021","Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Data Entry and Information Processing Workers","Data Entry Keyers",NA
"43-0000","43-9000","43-9020","43-9022","Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Data Entry and Information Processing Workers","Word Processors and Typists",NA
